O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value
11-3021.00	1.B.1.d	Social	OI	3
11-3021.00	1.B.1.e	Enterprising	OI	6
11-3021.00	1.B.1.f	Conventional	OI	5.66
11-3021.00	1.B.1.g	First Interest High-Point	IH	5
11-3021.00	1.B.1.h	Second Interest High-Point	IH	6
11-3021.00	1.B.1.i	Third Interest High-Point	IH	2
11-3031.01	1.B.1.a	Realistic	OI	2
11-3031.01	1.B.1.b	Investigative	OI	3
11-3031.01	1.B.1.c	Artistic	OI	2
11-3031.01	1.B.1.d	Social	OI	3.66
11-3031.01	1.B.1.e	Enterprising	OI	7
11-3031.01	1.B.1.f	Conventional	OI	5.66
11-3031.01	1.B.1.g	First Interest High-Point	IH	5
11-3031.01	1.B.1.h	Second Interest High-Point	IH	6
11-3031.01	1.B.1.i	Third Interest High-Point	IH	0
11-3031.02	1.B.1.a	Realistic	OI	1.66
11-3031.02	1.B.1.b	Investigative	OI	2.66
11-3031.02	1.B.1.c	Artistic	OI	2
11-3031.02	1.B.1.d	Social	OI	3.66
11-3031.02	1.B.1.e	Enterprising	OI	6.66
11-3031.02	1.B.1.f	Conventional	OI	4.66
11-3031.02	1.B.1.g	First Interest High-Point	IH	5
11-3031.02	1.B.1.h	Second Interest High-Point	IH	6
11-3031.02	1.B.1.i	Third Interest High-Point	IH	4
11-3040.00	1.B.1.a	Realistic	OI	1.66
11-3040.00	1.B.1.b	Investigative	OI	2.66
11-3040.00	1.B.1.c	Artistic	OI	2.66
11-3040.00	1.B.1.d	Social	OI	5
11-3040.00	1.B.1.e	Enterprising	OI	6.33
11-3040.00	1.B.1.f	Conventional	OI	4
11-3040.00	1.B.1.g	First Interest High-Point	IH	5
11-3040.00	1.B.1.h	Second Interest High-Point	IH	4
11-3040.00	1.B.1.i	Third Interest High-Point	IH	6
11-3041.00	1.B.1.a	Realistic	OI	1.66
11-3041.00	1.B.1.b	Investigative	OI	2.66
11-3041.00	1.B.1.c	Artistic	OI	2.66
11-3041.00	1.B.1.d	Social	OI	5
11-3041.00	1.B.1.e	Enterprising	OI	6.33
11-3041.00	1.B.1.f	Conventional	OI	4
11-3041.00	1.B.1.g	First Interest High-Point	IH	5
11-3041.00	1.B.1.h	Second Interest High-Point	IH	4
11-3041.00	1.B.1.i	Third Interest High-Point	IH	6
11-3042.00	1.B.1.a	Realistic	OI	1.66
11-3042.00	1.B.1.b	Investigative	OI	3
11-3042.00	1.B.1.c	Artistic	OI	2.33
11-3042.00	1.B.1.d	Social	OI	5.33
11-3042.00	1.B.1.e	Enterprising	OI	6.33
11-3042.00	1.B.1.f	Conventional	OI	4
11-3042.00	1.B.1.g	First Interest High-Point	IH	5
11-3042.00	1.B.1.h	Second Interest High-Point	IH	4
11-3042.00	1.B.1.i	Third Interest High-Point	IH	6
11-3051.00	1.B.1.a	Realistic	OI	3.66
11-3051.00	1.B.1.b	Investigative	OI	2.66
11-3051.00	1.B.1.c	Artistic	OI	2
11-3051.00	1.B.1.d	Social	OI	3
11-3051.00	1.B.1.e	Enterprising	OI	6.66
11-3051.00	1.B.1.f	Conventional	OI	6
11-3051.00	1.B.1.g	First Interest High-Point	IH	5
11-3051.00	1.B.1.h	Second Interest High-Point	IH	6
11-3051.00	1.B.1.i	Third Interest High-Point	IH	0
11-3061.00	1.B.1.a	Realistic	OI	1.66
11-3061.00	1.B.1.b	Investigative	OI	2.66
11-3061.00	1.B.1.c	Artistic	OI	3
11-3061.00	1.B.1.d	Social	OI	4.33
11-3061.00	1.B.1.e	Enterprising	OI	5.66
11-3061.00	1.B.1.f	Conventional	OI	5.33
11-3061.00	1.B.1.g	First Interest High-Point	IH	5
11-3061.00	1.B.1.h	Second Interest High-Point	IH	6
11-3061.00	1.B.1.i	Third Interest High-Point	IH	4
11-3071.01	1.B.1.a	Realistic	OI	3.66
11-3071.01	1.B.1.b	Investigative	OI	2.33
11-3071.01	1.B.1.c	Artistic	OI	1.66
11-3071.01	1.B.1.d	Social	OI	2.66
11-3071.01	1.B.1.e	Enterprising	OI	6.33
11-3071.01	1.B.1.f	Conventional	OI	6
11-3071.01	1.B.1.g	First Interest High-Point	IH	5
11-3071.01	1.B.1.h	Second Interest High-Point	IH	6
11-3071.01	1.B.1.i	Third Interest High-Point	IH	0
11-3071.02	1.B.1.a	Realistic	OI	4
11-3071.02	1.B.1.b	Investigative	OI	2
11-3071.02	1.B.1.c	Artistic	OI	1.66
11-3071.02	1.B.1.d	Social	OI	3
11-3071.02	1.B.1.e	Enterprising	OI	6.33
11-3071.02	1.B.1.f	Conventional	OI	5.33
11-3071.02	1.B.1.g	First Interest High-Point	IH	5
11-3071.02	1.B.1.h	Second Interest High-Point	IH	6
11-3071.02	1.B.1.i	Third Interest High-Point	IH	1
11-9011.01	1.B.1.a	Realistic	OI	5.66
11-9011.01	1.B.1.b	Investigative	OI	3
11-9011.01	1.B.1.c	Artistic	OI	2.66
11-9011.01	1.B.1.d	Social	OI	3.33
11-9011.01	1.B.1.e	Enterprising	OI	6.33
11-9011.01	1.B.1.f	Conventional	OI	4.33
11-9011.01	1.B.1.g	First Interest High-Point	IH	5
11-9011.01	1.B.1.h	Second Interest High-Point	IH	1
11-9011.01	1.B.1.i	Third Interest High-Point	IH	6
11-9011.02	1.B.1.a	Realistic	OI	5.33
11-9011.02	1.B.1.b	Investigative	OI	3.33
11-9011.02	1.B.1.c	Artistic	OI	2
11-9011.02	1.B.1.d	Social	OI	3
11-9011.02	1.B.1.e	Enterprising	OI	6.33
11-9011.02	1.B.1.f	Conventional	OI	4.66
11-9011.02	1.B.1.g	First Interest High-Point	IH	5
11-9011.02	1.B.1.h	Second Interest High-Point	IH	1
11-9011.02	1.B.1.i	Third Interest High-Point	IH	6
11-9011.03	1.B.1.a	Realistic	OI	5.33
11-9011.03	1.B.1.b	Investigative	OI	3.33
11-9011.03	1.B.1.c	Artistic	OI	2
11-9011.03	1.B.1.d	Social	OI	3.33
11-9011.03	1.B.1.e	Enterprising	OI	6.33
11-9011.03	1.B.1.f	Conventional	OI	4.66
11-9011.03	1.B.1.g	First Interest High-Point	IH	5
11-9011.03	1.B.1.h	Second Interest High-Point	IH	1
11-9011.03	1.B.1.i	Third Interest High-Point	IH	6
11-9012.00	1.B.1.a	Realistic	OI	6.66
11-9012.00	1.B.1.b	Investigative	OI	3
11-9012.00	1.B.1.c	Artistic	OI	2
11-9012.00	1.B.1.d	Social	OI	3
11-9012.00	1.B.1.e	Enterprising	OI	5.33
11-9012.00	1.B.1.f	Conventional	OI	4.33
11-9012.00	1.B.1.g	First Interest High-Point	IH	1
11-9012.00	1.B.1.h	Second Interest High-Point	IH	5
11-9012.00	1.B.1.i	Third Interest High-Point	IH	6
11-9021.00	1.B.1.a	Realistic	OI	5.66
11-9021.00	1.B.1.b	Investigative	OI	2.33
11-9021.00	1.B.1.c	Artistic	OI	2
11-9021.00	1.B.1.d	Social	OI	2.66
11-9021.00	1.B.1.e	Enterprising	OI	6.33
11-9021.00	1.B.1.f	Conventional	OI	5
11-9021.00	1.B.1.g	First Interest High-Point	IH	5
11-9021.00	1.B.1.h	Second Interest High-Point	IH	1
11-9021.00	1.B.1.i	Third Interest High-Point	IH	6
11-9031.00	1.B.1.a	Realistic	OI	2
11-9031.00	1.B.1.b	Investigative	OI	4.33
11-9031.00	1.B.1.c	Artistic	OI	3.66
11-9031.00	1.B.1.d	Social	OI	6.66
11-9031.00	1.B.1.e	Enterprising	OI	5.66
11-9031.00	1.B.1.f	Conventional	OI	3
11-9031.00	1.B.1.g	First Interest High-Point	IH	4
11-9031.00	1.B.1.h	Second Interest High-Point	IH	5
11-9031.00	1.B.1.i	Third Interest High-Point	IH	2
11-9032.00	1.B.1.a	Realistic	OI	2
11-9032.00	1.B.1.b	Investigative	OI	4.33
11-9032.00	1.B.1.c	Artistic	OI	3.66
11-9032.00	1.B.1.d	Social	OI	6.66
11-9032.00	1.B.1.e	Enterprising	OI	5.66
11-9032.00	1.B.1.f	Conventional	OI	3
11-9032.00	1.B.1.g	First Interest High-Point	IH	4
11-9032.00	1.B.1.h	Second Interest High-Point	IH	5
11-9032.00	1.B.1.i	Third Interest High-Point	IH	2
11-9033.00	1.B.1.a	Realistic	OI	2
11-9033.00	1.B.1.b	Investigative	OI	4.66
11-9033.00	1.B.1.c	Artistic	OI	3
11-9033.00	1.B.1.d	Social	OI	4.66
11-9033.00	1.B.1.e	Enterprising	OI	6.33
11-9033.00	1.B.1.f	Conventional	OI	4.66
11-9033.00	1.B.1.g	First Interest High-Point	IH	5
11-9033.00	1.B.1.h	Second Interest High-Point	IH	4
11-9033.00	1.B.1.i	Third Interest High-Point	IH	6
11-9041.00	1.B.1.a	Realistic	OI	5
11-9041.00	1.B.1.b	Investigative	OI	5
11-9041.00	1.B.1.c	Artistic	OI	2.33
11-9041.00	1.B.1.d	Social	OI	2.66
11-9041.00	1.B.1.e	Enterprising	OI	6.33
11-9041.00	1.B.1.f	Conventional	OI	4.66
11-9041.00	1.B.1.g	First Interest High-Point	IH	5
11-9041.00	1.B.1.h	Second Interest High-Point	IH	1
11-9041.00	1.B.1.i	Third Interest High-Point	IH	2
11-9051.00	1.B.1.a	Realistic	OI	3.66
11-9051.00	1.B.1.b	Investigative	OI	2
11-9051.00	1.B.1.c	Artistic	OI	2
11-9051.00	1.B.1.d	Social	OI	4.66
11-9051.00	1.B.1.e	Enterprising	OI	6.33
11-9051.00	1.B.1.f	Conventional	OI	4.66
11-9051.00	1.B.1.g	First Interest High-Point	IH	5
11-9051.00	1.B.1.h	Second Interest High-Point	IH	6
11-9051.00	1.B.1.i	Third Interest High-Point	IH	4
11-9061.00	1.B.1.a	Realistic	OI	3.33
11-9061.00	1.B.1.b	Investigative	OI	2.66
11-9061.00	1.B.1.c	Artistic	OI	3
11-9061.00	1.B.1.d	Social	OI	5.33
11-9061.00	1.B.1.e	Enterprising	OI	6.33
11-9061.00	1.B.1.f	Conventional	OI	4.33
11-9061.00	1.B.1.g	First Interest High-Point	IH	5
11-9061.00	1.B.1.h	Second Interest High-Point	IH	4
11-9061.00	1.B.1.i	Third Interest High-Point	IH	6
11-9071.00	1.B.1.a	Realistic	OI	3.66
11-9071.00	1.B.1.b	Investigative	OI	2.33
11-9071.00	1.B.1.c	Artistic	OI	2.66
11-9071.00	1.B.1.d	Social	OI	3.33
11-9071.00	1.B.1.e	Enterprising	OI	7
11-9071.00	1.B.1.f	Conventional	OI	5.33
11-9071.00	1.B.1.g	First Interest High-Point	IH	5
11-9071.00	1.B.1.h	Second Interest High-Point	IH	6
11-9071.00	1.B.1.i	Third Interest High-Point	IH	0
11-9081.00	1.B.1.a	Realistic	OI	3
11-9081.00	1.B.1.b	Investigative	OI	1.66
11-9081.00	1.B.1.c	Artistic	OI	2
11-9081.00	1.B.1.d	Social	OI	4.66
11-9081.00	1.B.1.e	Enterprising	OI	6.33
11-9081.00	1.B.1.f	Conventional	OI	5
11-9081.00	1.B.1.g	First Interest High-Point	IH	5
11-9081.00	1.B.1.h	Second Interest High-Point	IH	6
11-9081.00	1.B.1.i	Third Interest High-Point	IH	4
11-9111.00	1.B.1.a	Realistic	OI	2
11-9111.00	1.B.1.b	Investigative	OI	4
11-9111.00	1.B.1.c	Artistic	OI	3
11-9111.00	1.B.1.d	Social	OI	5.33
11-9111.00	1.B.1.e	Enterprising	OI	6.33
11-9111.00	1.B.1.f	Conventional	OI	3.66
11-9111.00	1.B.1.g	First Interest High-Point	IH	5
11-9111.00	1.B.1.h	Second Interest High-Point	IH	4
11-9111.00	1.B.1.i	Third Interest High-Point	IH	0
11-9121.00	1.B.1.a	Realistic	OI	4.33
11-9121.00	1.B.1.b	Investigative	OI	6.33
11-9121.00	1.B.1.c	Artistic	OI	2.66
11-9121.00	1.B.1.d	Social	OI	3.33
11-9121.00	1.B.1.e	Enterprising	OI	5.66
11-9121.00	1.B.1.f	Conventional	OI	3.33
11-9121.00	1.B.1.g	First Interest High-Point	IH	2
11-9121.00	1.B.1.h	Second Interest High-Point	IH	5
11-9121.00	1.B.1.i	Third Interest High-Point	IH	0
11-9131.00	1.B.1.a	Realistic	OI	3.33
11-9131.00	1.B.1.b	Investigative	OI	2.33
11-9131.00	1.B.1.c	Artistic	OI	2.33
11-9131.00	1.B.1.d	Social	OI	4.33
11-9131.00	1.B.1.e	Enterprising	OI	6.33
11-9131.00	1.B.1.f	Conventional	OI	5
11-9131.00	1.B.1.g	First Interest High-Point	IH	5
11-9131.00	1.B.1.h	Second Interest High-Point	IH	6
11-9131.00	1.B.1.i	Third Interest High-Point	IH	4
11-9141.00	1.B.1.a	Realistic	OI	3.33
11-9141.00	1.B.1.b	Investigative	OI	2
11-9141.00	1.B.1.c	Artistic	OI	2
11-9141.00	1.B.1.d	Social	OI	3
11-9141.00	1.B.1.e	Enterprising	OI	6.33
11-9141.00	1.B.1.f	Conventional	OI	6
11-9141.00	1.B.1.g	First Interest High-Point	IH	5
11-9141.00	1.B.1.h	Second Interest High-Point	IH	6
11-9141.00	1.B.1.i	Third Interest High-Point	IH	0
11-9151.00	1.B.1.a	Realistic	OI	2.66
11-9151.00	1.B.1.b	Investigative	OI	3
11-9151.00	1.B.1.c	Artistic	OI	4.33
11-9151.00	1.B.1.d	Social	OI	6.66
11-9151.00	1.B.1.e	Enterprising	OI	5.66
11-9151.00	1.B.1.f	Conventional	OI	3.66
11-9151.00	1.B.1.g	First Interest High-Point	IH	4
11-9151.00	1.B.1.h	Second Interest High-Point	IH	5
11-9151.00	1.B.1.i	Third Interest High-Point	IH	0
13-1011.00	1.B.1.a	Realistic	OI	2.66
13-1011.00	1.B.1.b	Investigative	OI	2.66
13-1011.00	1.B.1.c	Artistic	OI	4
13-1011.00	1.B.1.d	Social	OI	4.33
13-1011.00	1.B.1.e	Enterprising	OI	6.66
13-1011.00	1.B.1.f	Conventional	OI	4
13-1011.00	1.B.1.g	First Interest High-Point	IH	5
13-1011.00	1.B.1.h	Second Interest High-Point	IH	4
13-1011.00	1.B.1.i	Third Interest High-Point	IH	0
13-1021.00	1.B.1.a	Realistic	OI	4.66
13-1021.00	1.B.1.b	Investigative	OI	2.66
13-1021.00	1.B.1.c	Artistic	OI	2
13-1021.00	1.B.1.d	Social	OI	3
13-1021.00	1.B.1.e	Enterprising	OI	6.33
13-1021.00	1.B.1.f	Conventional	OI	5.33
13-1021.00	1.B.1.g	First Interest High-Point	IH	5
13-1021.00	1.B.1.h	Second Interest High-Point	IH	6
13-1021.00	1.B.1.i	Third Interest High-Point	IH	1
13-1022.00	1.B.1.a	Realistic	OI	2.66
13-1022.00	1.B.1.b	Investigative	OI	3
13-1022.00	1.B.1.c	Artistic	OI	2.66
13-1022.00	1.B.1.d	Social	OI	4
13-1022.00	1.B.1.e	Enterprising	OI	6.33
13-1022.00	1.B.1.f	Conventional	OI	6
13-1022.00	1.B.1.g	First Interest High-Point	IH	5
13-1022.00	1.B.1.h	Second Interest High-Point	IH	6
13-1022.00	1.B.1.i	Third Interest High-Point	IH	0
13-1023.00	1.B.1.a	Realistic	OI	3.66
13-1023.00	1.B.1.b	Investigative	OI	2.66
13-1023.00	1.B.1.c	Artistic	OI	2
13-1023.00	1.B.1.d	Social	OI	3.33
13-1023.00	1.B.1.e	Enterprising	OI	7
13-1023.00	1.B.1.f	Conventional	OI	5.33
13-1023.00	1.B.1.g	First Interest High-Point	IH	5
13-1023.00	1.B.1.h	Second Interest High-Point	IH	6
13-1023.00	1.B.1.i	Third Interest High-Point	IH	0
13-1031.01	1.B.1.a	Realistic	OI	2
13-1031.01	1.B.1.b	Investigative	OI	2.66
13-1031.01	1.B.1.c	Artistic	OI	2
13-1031.01	1.B.1.d	Social	OI	3.33
13-1031.01	1.B.1.e	Enterprising	OI	4
13-1031.01	1.B.1.f	Conventional	OI	6
13-1031.01	1.B.1.g	First Interest High-Point	IH	6
13-1031.01	1.B.1.h	Second Interest High-Point	IH	5
13-1031.01	1.B.1.i	Third Interest High-Point	IH	0
13-1031.02	1.B.1.a	Realistic	OI	2.66
13-1031.02	1.B.1.b	Investigative	OI	4.66
13-1031.02	1.B.1.c	Artistic	OI	2
13-1031.02	1.B.1.d	Social	OI	4
13-1031.02	1.B.1.e	Enterprising	OI	6.66
13-1031.02	1.B.1.f	Conventional	OI	4
13-1031.02	1.B.1.g	First Interest High-Point	IH	5
13-1031.02	1.B.1.h	Second Interest High-Point	IH	2
13-1031.02	1.B.1.i	Third Interest High-Point	IH	0
13-1032.00	1.B.1.a	Realistic	OI	5.33
13-1032.00	1.B.1.b	Investigative	OI	2.66
13-1032.00	1.B.1.c	Artistic	OI	2.33
13-1032.00	1.B.1.d	Social	OI	3.66
13-1032.00	1.B.1.e	Enterprising	OI	4.33
13-1032.00	1.B.1.f	Conventional	OI	6.33
13-1032.00	1.B.1.g	First Interest High-Point	IH	6
13-1032.00	1.B.1.h	Second Interest High-Point	IH	1
13-1032.00	1.B.1.i	Third Interest High-Point	IH	5
13-1041.01	1.B.1.a	Realistic	OI	4.66
13-1041.01	1.B.1.b	Investigative	OI	6
13-1041.01	1.B.1.c	Artistic	OI	2
13-1041.01	1.B.1.d	Social	OI	2.33
13-1041.01	1.B.1.e	Enterprising	OI	3.66
13-1041.01	1.B.1.f	Conventional	OI	5.33
13-1041.01	1.B.1.g	First Interest High-Point	IH	2
13-1041.01	1.B.1.h	Second Interest High-Point	IH	6
13-1041.01	1.B.1.i	Third Interest High-Point	IH	1
13-1041.02	1.B.1.a	Realistic	OI	3.66
13-1041.02	1.B.1.b	Investigative	OI	2.33
13-1041.02	1.B.1.c	Artistic	OI	1.66
13-1041.02	1.B.1.d	Social	OI	3
13-1041.02	1.B.1.e	Enterprising	OI	4
13-1041.02	1.B.1.f	Conventional	OI	6
13-1041.02	1.B.1.g	First Interest High-Point	IH	6
13-1041.02	1.B.1.h	Second Interest High-Point	IH	5
13-1041.02	1.B.1.i	Third Interest High-Point	IH	1
13-1041.03	1.B.1.a	Realistic	OI	2
13-1041.03	1.B.1.b	Investigative	OI	2.33
13-1041.03	1.B.1.c	Artistic	OI	2.33
13-1041.03	1.B.1.d	Social	OI	5.66
13-1041.03	1.B.1.e	Enterprising	OI	5.66
13-1041.03	1.B.1.f	Conventional	OI	4
13-1041.03	1.B.1.g	First Interest High-Point	IH	4
13-1041.03	1.B.1.h	Second Interest High-Point	IH	5
13-1041.03	1.B.1.i	Third Interest High-Point	IH	6
13-1041.04	1.B.1.a	Realistic	OI	2.66
13-1041.04	1.B.1.b	Investigative	OI	3.33
13-1041.04	1.B.1.c	Artistic	OI	2
13-1041.04	1.B.1.d	Social	OI	4.33
13-1041.04	1.B.1.e	Enterprising	OI	6
13-1041.04	1.B.1.f	Conventional	OI	4.66
13-1041.04	1.B.1.g	First Interest High-Point	IH	5
13-1041.04	1.B.1.h	Second Interest High-Point	IH	6
13-1041.04	1.B.1.i	Third Interest High-Point	IH	4
13-1041.05	1.B.1.a	Realistic	OI	5.66
13-1041.05	1.B.1.b	Investigative	OI	2.66
13-1041.05	1.B.1.c	Artistic	OI	2
13-1041.05	1.B.1.d	Social	OI	2
13-1041.05	1.B.1.e	Enterprising	OI	3.33
13-1041.05	1.B.1.f	Conventional	OI	5.33
13-1041.05	1.B.1.g	First Interest High-Point	IH	1
13-1041.05	1.B.1.h	Second Interest High-Point	IH	6
13-1041.05	1.B.1.i	Third Interest High-Point	IH	0
13-1041.06	1.B.1.a	Realistic	OI	4.33
13-1041.06	1.B.1.b	Investigative	OI	6
13-1041.06	1.B.1.c	Artistic	OI	2
13-1041.06	1.B.1.d	Social	OI	3
13-1041.06	1.B.1.e	Enterprising	OI	3.66
13-1041.06	1.B.1.f	Conventional	OI	4.66
13-1041.06	1.B.1.g	First Interest High-Point	IH	2
13-1041.06	1.B.1.h	Second Interest High-Point	IH	6
13-1041.06	1.B.1.i	Third Interest High-Point	IH	1
13-1051.00	1.B.1.a	Realistic	OI	3.33
13-1051.00	1.B.1.b	Investigative	OI	3
13-1051.00	1.B.1.c	Artistic	OI	2
13-1051.00	1.B.1.d	Social	OI	3.66
13-1051.00	1.B.1.e	Enterprising	OI	5.33
13-1051.00	1.B.1.f	Conventional	OI	6.33
13-1051.00	1.B.1.g	First Interest High-Point	IH	6
13-1051.00	1.B.1.h	Second Interest High-Point	IH	5
13-1051.00	1.B.1.i	Third Interest High-Point	IH	0
13-1071.01	1.B.1.a	Realistic	OI	2.33
13-1071.01	1.B.1.b	Investigative	OI	2.33
13-1071.01	1.B.1.c	Artistic	OI	2.33
13-1071.01	1.B.1.d	Social	OI	6
13-1071.01	1.B.1.e	Enterprising	OI	5
13-1071.01	1.B.1.f	Conventional	OI	4
13-1071.01	1.B.1.g	First Interest High-Point	IH	4
13-1071.01	1.B.1.h	Second Interest High-Point	IH	5
13-1071.01	1.B.1.i	Third Interest High-Point	IH	6
13-1071.02	1.B.1.a	Realistic	OI	2.66
13-1071.02	1.B.1.b	Investigative	OI	3
13-1071.02	1.B.1.c	Artistic	OI	2.66
13-1071.02	1.B.1.d	Social	OI	5.66
13-1071.02	1.B.1.e	Enterprising	OI	6.66
13-1071.02	1.B.1.f	Conventional	OI	3.66
13-1071.02	1.B.1.g	First Interest High-Point	IH	5
13-1071.02	1.B.1.h	Second Interest High-Point	IH	4
13-1071.02	1.B.1.i	Third Interest High-Point	IH	0
13-1072.00	1.B.1.a	Realistic	OI	2.66
13-1072.00	1.B.1.b	Investigative	OI	6
13-1072.00	1.B.1.c	Artistic	OI	2
13-1072.00	1.B.1.d	Social	OI	4
13-1072.00	1.B.1.e	Enterprising	OI	4.33
13-1072.00	1.B.1.f	Conventional	OI	5.66
13-1072.00	1.B.1.g	First Interest High-Point	IH	2
13-1072.00	1.B.1.h	Second Interest High-Point	IH	6
13-1072.00	1.B.1.i	Third Interest High-Point	IH	5
13-1073.00	1.B.1.a	Realistic	OI	2.33
13-1073.00	1.B.1.b	Investigative	OI	2.33
13-1073.00	1.B.1.c	Artistic	OI	2.66
13-1073.00	1.B.1.d	Social	OI	6.33
13-1073.00	1.B.1.e	Enterprising	OI	5.66
13-1073.00	1.B.1.f	Conventional	OI	4
13-1073.00	1.B.1.g	First Interest High-Point	IH	4
13-1073.00	1.B.1.h	Second Interest High-Point	IH	5
13-1073.00	1.B.1.i	Third Interest High-Point	IH	6
13-1111.00	1.B.1.a	Realistic	OI	3
13-1111.00	1.B.1.b	Investigative	OI	6
13-1111.00	1.B.1.c	Artistic	OI	2
13-1111.00	1.B.1.d	Social	OI	3.66
13-1111.00	1.B.1.e	Enterprising	OI	6
13-1111.00	1.B.1.f	Conventional	OI	6
13-1111.00	1.B.1.g	First Interest High-Point	IH	5
13-1111.00	1.B.1.h	Second Interest High-Point	IH	6
13-1111.00	1.B.1.i	Third Interest High-Point	IH	2
13-1121.00	1.B.1.a	Realistic	OI	3
13-1121.00	1.B.1.b	Investigative	OI	2
13-1121.00	1.B.1.c	Artistic	OI	2.66
13-1121.00	1.B.1.d	Social	OI	4
13-1121.00	1.B.1.e	Enterprising	OI	6
13-1121.00	1.B.1.f	Conventional	OI	5.33
13-1121.00	1.B.1.g	First Interest High-Point	IH	5
13-1121.00	1.B.1.h	Second Interest High-Point	IH	6
13-1121.00	1.B.1.i	Third Interest High-Point	IH	4
13-2011.01	1.B.1.a	Realistic	OI	2.66
13-2011.01	1.B.1.b	Investigative	OI	3.66
13-2011.01	1.B.1.c	Artistic	OI	1.66
13-2011.01	1.B.1.d	Social	OI	2.66
13-2011.01	1.B.1.e	Enterprising	OI	4.66
13-2011.01	1.B.1.f	Conventional	OI	7
13-2011.01	1.B.1.g	First Interest High-Point	IH	6
13-2011.01	1.B.1.h	Second Interest High-Point	IH	5
13-2011.01	1.B.1.i	Third Interest High-Point	IH	0
13-2011.02	1.B.1.a	Realistic	OI	3
13-2011.02	1.B.1.b	Investigative	OI	4
13-2011.02	1.B.1.c	Artistic	OI	1.66
13-2011.02	1.B.1.d	Social	OI	3
13-2011.02	1.B.1.e	Enterprising	OI	5.66
13-2011.02	1.B.1.f	Conventional	OI	7
13-2011.02	1.B.1.g	First Interest High-Point	IH	6
13-2011.02	1.B.1.h	Second Interest High-Point	IH	5
13-2011.02	1.B.1.i	Third Interest High-Point	IH	0
13-2021.01	1.B.1.a	Realistic	OI	3
13-2021.01	1.B.1.b	Investigative	OI	3
13-2021.01	1.B.1.c	Artistic	OI	1.66
13-2021.01	1.B.1.d	Social	OI	2.33
13-2021.01	1.B.1.e	Enterprising	OI	5
13-2021.01	1.B.1.f	Conventional	OI	6.33
13-2021.01	1.B.1.g	First Interest High-Point	IH	6
