19,11-1011.00,2.68,1.8,0.88,0.488888888889,Chief Executives,11-1010,11-1000,11-0000,Chief Executives,Top Executives,Management Occupations,11-1011
20,19-1042.00,1.98,1.35,0.63,0.466666666667,"Medical Scientists, Except Epidemiologists",19-1040,19-1000,19-0000,Medical Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",19-1042
21,37-3011.00,2.49,1.7,0.79,0.464705882353,Landscaping and Groundskeeping Workers,37-3010,37-3000,37-0000,Grounds Maintenance Workers,Grounds Maintenance Workers,Building and Grounds Cleaning and Maintenance Occupations,37-3011
22,53-7051.00,2.46,1.68,0.78,0.464285714286,Industrial Truck and Tractor Operators,53-7050,53-7000,53-0000,Industrial Truck and Tractor Operators,Material Moving Workers,Transportation and Material Moving Occupations,53-7051
23,29-1021.00,2.03,1.39,0.64,0.460431654676,"Dentists, General",29-1020,29-1000,29-0000,Dentists,Health Diagnosing and Treating Practitioners,Healthcare Practitioners and Technical Occupations,29-1021
24,33-3011.00,1.92,1.32,0.6,0.454545454545,Bailiffs,33-3010,33-3000,33-0000,"Bailiffs, Correctional Officers, and Jailers",Law Enforcement Workers,Protective Service Occupations,33-3011
25,53-4031.00,2.21,1.52,0.69,0.453947368421,Railroad Conductors and Yardmasters,53-4030,53-4000,53-0000,Railroad Conductors and Yardmasters,Rail Transportation Workers,Transportation and Material Moving Occupations,53-4031
26,29-1081.00,2.18,1.5,0.68,0.453333333333,Podiatrists,29-1080,29-1000,29-0000,Podiatrists,Health Diagnosing and Treating Practitioners,Healthcare Practitioners and Technical Occupations,29-1081
27,49-9062.00,2.03,1.41,0.62,0.439716312057,Medical Equipment Repairers,49-9060,49-9000,49-0000,Precision Instrument and Equipment Repairers,"Other Installation, Maintenance, and Repair Occupations","Installation, Maintenance, and Repair Occupations",49-9062
28,47-3012.00,1.92,1.35,0.57,0.422222222222,Helpers--Carpenters,47-3010,47-3000,47-0000,"Helpers, Construction Trades","Helpers, Construction Trades",Construction and Extraction Occupations,47-3012
29,33-3031.00,2.5,1.77,0.73,0.412429378531,Fish and Game Wardens,33-3030,33-3000,33-0000,Fish and Game Wardens,Law Enforcement Workers,Protective Service Occupations,33-3031
30,25-1061.00,1.96,1.39,0.57,0.410071942446,"Anthropology and Archeology Teachers, Postsecondary",25-1060,25-1000,25-0000,"Social Sciences Teachers, Postsecondary",Postsecondary Teachers,"Education, Training, and Library Occupations",25-1061
31,47-2141.00,2.07,1.48,0.59,0.398648648649,"Painters, Construction and Maintenance",47-2140,47-2000,47-0000,Painters and Paperhangers,Construction Trades Workers,Construction and Extraction Occupations,47-2141
32,29-1062.00,2.47,1.78,0.69,0.387640449438,Family and General Practitioners,29-1060,29-1000,29-0000,Physicians and Surgeons,Health Diagnosing and Treating Practitioners,Healthcare Practitioners and Technical Occupations,29-1062
33,51-9023.00,2.73,1.97,0.76,0.38578680203,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9020,51-9000,51-0000,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",Other Production Occupations,Production Occupations,51-9023
34,25-1071.00,2.19,1.59,0.6,0.377358490566,"Health Specialties Teachers, Postsecondary",25-1070,25-1000,25-0000,"Health Teachers, Postsecondary",Postsecondary Teachers,"Education, Training, and Library Occupations",25-1071
35,31-2021.00,1.9,1.38,0.52,0.376811594203,Physical Therapist Assistants,31-2020,31-2000,31-0000,Physical Therapist Assistants and Aides,Occupational Therapy and Physical Therapist Assistants and Aides,Healthcare Support Occupations,31-2021
36,43-3021.01,2.64,1.92,0.72,0.375,Statement Clerks,43-3020,43-3000,43-0000,Billing and Posting Clerks,Financial Clerks,Office and Administrative Support Occupations,43-3021
37,45-1011.07,2.68,1.96,0.72,0.367346938776,First-Line Supervisors of Agricultural Crop and Horticultural Workers,45-1010,45-1000,45-0000,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Supervisors of Farming, Fishing, and Forestry Workers","Farming, Fishing, and Forestry Occupations",45-1011
38,35-3021.00,2.33,1.71,0.62,0.362573099415,"Combined Food Preparation and Serving Workers, Including Fast Food",35-3020,35-3000,35-0000,Fast Food and Counter Workers,Food and Beverage Serving Workers,Food Preparation and Serving Related Occupations,35-3021
39,17-2161.00,2.64,1.94,0.7,0.360824742268,Nuclear Engineers,17-2160,17-2000,17-0000,Nuclear Engineers,Engineers,Architecture and Engineering Occupations,17-2161
40,41-9021.00,2.7,2.0,0.7,0.35,Real Estate Brokers,41-9020,41-9000,41-0000,Real Estate Brokers and Sales Agents,Other Sales and Related Workers,Sales and Related Occupations,41-9021
41,27-1021.00,2.71,2.01,0.7,0.348258706468,Commercial and Industrial Designers,27-1020,27-1000,27-0000,Designers,Art and Design Workers,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1021
42,17-2031.00,2.26,1.68,0.58,0.345238095238,Biomedical Engineers,17-2030,17-2000,17-0000,Biomedical Engineers,Engineers,Architecture and Engineering Occupations,17-2031
43,37-1011.00,2.44,1.82,0.62,0.340659340659,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1010,37-1000,37-0000,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,Supervisors of Building and Grounds Cleaning and Maintenance Workers,Building and Grounds Cleaning and Maintenance Occupations,37-1011
44,25-2021.00,1.77,1.34,0.43,0.320895522388,"Elementary School Teachers, Except Special Education",25-2020,25-2000,25-0000,Elementary and Middle School Teachers,"Preschool, Primary, Secondary, and Special Education School Teachers","Education, Training, and Library Occupations",25-2021
45,49-3023.02,1.86,1.41,0.45,0.31914893617,Automotive Specialty Technicians,49-3020,49-3000,49-0000,Automotive Technicians and Repairers,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",49-3023
46,47-2061.00,2.2,1.7,0.5,0.294117647059,Construction Laborers,47-2060,47-2000,47-0000,Construction Laborers,Construction Trades Workers,Construction and Extraction Occupations,47-2061
47,47-2161.00,2.16,1.67,0.49,0.293413173653,Plasterers and Stucco Masons,47-2160,47-2000,47-0000,Plasterers and Stucco Masons,Construction Trades Workers,Construction and Extraction Occupations,47-2161
48,53-1021.00,2.79,2.16,0.63,0.291666666667,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1020,53-1000,53-0000,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Supervisors of Transportation and Material Moving Workers,Transportation and Material Moving Occupations,53-1021
49,29-1126.00,2.38,1.85,0.53,0.286486486486,Respiratory Therapists,29-1120,29-1000,29-0000,Therapists,Health Diagnosing and Treating Practitioners,Healthcare Practitioners and Technical Occupations,29-1126
50,29-1022.00,1.72,1.34,0.38,0.283582089552,Oral and Maxillofacial Surgeons,29-1020,29-1000,29-0000,Dentists,Health Diagnosing and Treating Practitioners,Healthcare Practitioners and Technical Occupations,29-1022
51,51-3011.00,2.5,1.95,0.55,0.282051282051,Bakers,51-3010,51-3000,51-0000,Bakers,Food Processing Workers,Production Occupations,51-3011
52,47-1011.00,2.32,1.81,0.51,0.281767955801,First-Line Supervisors of Construction Trades and Extraction Workers,47-1010,47-1000,47-0000,First-Line Supervisors of Construction Trades and Extraction Workers,Supervisors of Construction and Extraction Workers,Construction and Extraction Occupations,47-1011
53,47-2082.00,2.01,1.57,0.44,0.28025477707,Tapers,47-2080,47-2000,47-0000,"Drywall Installers, Ceiling Tile Installers, and Tapers",Construction Trades Workers,Construction and Extraction Occupations,47-2082
54,43-4181.00,3.61,2.82,0.79,0.280141843972,Reservation and Transportation Ticket Agents and Travel Clerks,43-4180,43-4000,43-0000,Reservation and Transportation Ticket Agents and Travel Clerks,Information and Record Clerks,Office and Administrative Support Occupations,43-4181
55,19-4031.00,2.71,2.12,0.59,0.278301886792,Chemical Technicians,19-4030,19-4000,19-0000,Chemical Technicians,"Life, Physical, and Social Science Technicians","Life, Physical, and Social Science Occupations",19-4031
56,43-4011.00,3.28,2.57,0.71,0.27626459144,Brokerage Clerks,43-4010,43-4000,43-0000,Brokerage Clerks,Information and Record Clerks,Office and Administrative Support Occupations,43-4011
57,17-2061.00,2.45,1.92,0.53,0.276041666667,Computer Hardware Engineers,17-2060,17-2000,17-0000,Computer Hardware Engineers,Engineers,Architecture and Engineering Occupations,17-2061
58,53-2022.00,2.19,1.72,0.47,0.273255813953,Airfield Operations Specialists,53-2020,53-2000,53-0000,Air Traffic Controllers and Airfield Operations Specialists,Air Transportation Workers,Transportation and Material Moving Occupations,53-2022
59,11-2011.00,2.56,2.02,0.54,0.267326732673,Advertising and Promotions Managers,11-2010,11-2000,11-0000,Advertising and Promotions Managers,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",Management Occupations,11-2011
60,47-2111.00,1.83,1.45,0.38,0.262068965517,Electricians,47-2110,47-2000,47-0000,Electricians,Construction Trades Workers,Construction and Extraction Occupations,47-2111
61,39-5094.00,2.12,1.68,0.44,0.261904761905,Skincare Specialists,39-5090,39-5000,39-0000,Miscellaneous Personal Appearance Workers,Personal Appearance Workers,Personal Care and Service Occupations,39-5094
62,39-4021.00,2.2,1.75,0.45,0.257142857143,Funeral Attendants,39-4020,39-4000,39-0000,Funeral Attendants,Funeral Service Workers,Personal Care and Service Occupations,39-4021
63,39-9031.00,1.56,1.25,0.31,0.248,Fitness Trainers and Aerobics Instructors,39-9030,39-9000,39-0000,Recreation and Fitness Workers,Other Personal Care and Service Workers,Personal Care and Service Occupations,39-9031
64,47-5071.00,2.32,1.86,0.46,0.247311827957,"Roustabouts, Oil and Gas",47-5070,47-5000,47-0000,"Roustabouts, Oil and Gas",Extraction Workers,Construction and Extraction Occupations,47-5071
65,13-2052.00,2.89,2.33,0.56,0.240343347639,Personal Financial Advisors,13-2050,13-2000,13-0000,Financial Analysts and Advisors,Financial Specialists,Business and Financial Operations Occupations,13-2052
66,37-2011.00,1.92,1.55,0.37,0.238709677419,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37-2010,37-2000,37-0000,Building Cleaning Workers,Building Cleaning and Pest Control Workers,Building and Grounds Cleaning and Maintenance Occupations,37-2011
67,41-9031.00,1.98,1.6,0.38,0.2375,Sales Engineers,41-9030,41-9000,41-0000,Sales Engineers,Other Sales and Related Workers,Sales and Related Occupations,41-9031
68,21-1011.00,2.41,1.95,0.46,0.235897435897,Substance Abuse and Behavioral Disorder Counselors,21-1010,21-1000,21-0000,Counselors,"Counselors, Social Workers, and Other Community and Social Service Specialists",Community and Social Service Occupations,21-1011
69,29-2033.00,2.49,2.03,0.46,0.226600985222,Nuclear Medicine Technologists,29-2030,29-2000,29-0000,Diagnostic Related Technologists and Technicians,Health Technologists and Technicians,Healthcare Practitioners and Technical Occupations,29-2033
70,53-7062.00,2.08,1.7,0.38,0.223529411765,"Laborers and Freight, Stock, and Material Movers, Hand",53-7060,53-7000,53-0000,"Laborers and Material Movers, Hand",Material Moving Workers,Transportation and Material Moving Occupations,53-7062
71,29-1011.00,2.07,1.7,0.37,0.217647058824,Chiropractors,29-1010,29-1000,29-0000,Chiropractors,Health Diagnosing and Treating Practitioners,Healthcare Practitioners and Technical Occupations,29-1011
72,51-9198.00,2.62,2.16,0.46,0.212962962963,Helpers--Production Workers,51-9190,51-9000,51-0000,Miscellaneous Production Workers,Other Production Occupations,Production Occupations,51-9198
73,27-1027.00,1.83,1.51,0.32,0.211920529801,Set and Exhibit Designers,27-1020,27-1000,27-0000,Designers,Art and Design Workers,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1027
74,19-3031.02,1.8,1.49,0.31,0.208053691275,Clinical Psychologists,19-3030,19-3000,19-0000,Psychologists,Social Scientists and Related Workers,"Life, Physical, and Social Science Occupations",19-3031
75,13-1041.06,1.81,1.5,0.31,0.206666666667,Coroners,13-1040,13-1000,13-0000,Compliance Officers,Business Operations Specialists,Business and Financial Operations Occupations,13-1041
76,53-7061.00,2.19,1.82,0.37,0.203296703297,Cleaners of Vehicles and Equipment,53-7060,53-7000,53-0000,"Laborers and Material Movers, Hand",Material Moving Workers,Transportation and Material Moving Occupations,53-7061
77,37-2021.00,2.04,1.7,0.34,0.2,Pest Control Workers,37-2020,37-2000,37-0000,Pest Control Workers,Building Cleaning and Pest Control Workers,Building and Grounds Cleaning and Maintenance Occupations,37-2021
78,17-3023.01,2.16,1.8,0.36,0.2,Electronics Engineering Technicians,17-3020,17-3000,17-0000,"Engineering Technicians, Except Drafters","Drafters, Engineering Technicians, and Mapping Technicians",Architecture and Engineering Occupations,17-3023
79,49-9043.00,2.58,2.16,0.42,0.194444444444,"Maintenance Workers, Machinery",49-9040,49-9000,49-0000,"Industrial Machinery Installation, Repair, and Maintenance Workers","Other Installation, Maintenance, and Repair Occupations","Installation, Maintenance, and Repair Occupations",49-9043
80,39-1011.00,2.04,1.71,0.33,0.19298245614,Gaming Supervisors,39-1010,39-1000,39-0000,First-Line Supervisors of Gaming Workers,Supervisors of Personal Care and Service Workers,Personal Care and Service Occupations,39-1011
81,25-1043.00,1.86,1.56,0.3,0.192307692308,"Forestry and Conservation Science Teachers, Postsecondary",25-1040,25-1000,25-0000,"Life Sciences Teachers, Postsecondary",Postsecondary Teachers,"Education, Training, and Library Occupations",25-1043
82,39-3031.00,2.19,1.84,0.35,0.190217391304,"Ushers, Lobby Attendants, and Ticket Takers",39-3030,39-3000,39-0000,"Ushers, Lobby Attendants, and Ticket Takers",Entertainment Attendants and Related Workers,Personal Care and Service Occupations,39-3031
83,49-9092.00,1.54,1.3,0.24,0.184615384615,Commercial Divers,49-9090,49-9000,49-0000,"Miscellaneous Installation, Maintenance, and Repair Workers","Other Installation, Maintenance, and Repair Occupations","Installation, Maintenance, and Repair Occupations",49-9092
84,43-2011.00,2.71,2.29,0.42,0.183406113537,"Switchboard Operators, Including Answering Service",43-2010,43-2000,43-0000,"Switchboard Operators, Including Answering Service",Communications Equipment Operators,Office and Administrative Support Occupations,43-2011
85,13-2071.00,2.73,2.31,0.42,0.181818181818,Credit Counselors,13-2070,13-2000,13-0000,Credit Counselors and Loan Officers,Financial Specialists,Business and Financial Operations Occupations,13-2071
86,53-3041.00,1.96,1.66,0.3,0.180722891566,Taxi Drivers and Chauffeurs,53-3040,53-3000,53-0000,Taxi Drivers and Chauffeurs,Motor Vehicle Operators,Transportation and Material Moving Occupations,53-3041
87,45-2011.00,2.36,2.0,0.36,0.18,Agricultural Inspectors,45-2010,45-2000,45-0000,Agricultural Inspectors,Agricultural Workers,"Farming, Fishing, and Forestry Occupations",45-2011
88,31-9095.00,2.89,2.45,0.44,0.179591836735,Pharmacy Aides,31-9090,31-9000,31-0000,Miscellaneous Healthcare Support Occupations,Other Healthcare Support Occupations,Healthcare Support Occupations,31-9095
89,25-4011.00,2.44,2.07,0.37,0.178743961353,Archivists,25-4010,25-4000,25-0000,"Archivists, Curators, and Museum Technicians","Librarians, Curators, and Archivists","Education, Training, and Library Occupations",25-4011
90,49-9041.00,2.72,2.31,0.41,0.177489177489,Industrial Machinery Mechanics,49-9040,49-9000,49-0000,"Industrial Machinery Installation, Repair, and Maintenance Workers","Other Installation, Maintenance, and Repair Occupations","Installation, Maintenance, and Repair Occupations",49-9041
91,29-1024.00,2.27,1.93,0.34,0.176165803109,Prosthodontists,29-1020,29-1000,29-0000,Dentists,Health Diagnosing and Treating Practitioners,Healthcare Practitioners and Technical Occupations,29-1024
92,51-6011.00,3.27,2.79,0.48,0.172043010753,Laundry and Dry-Cleaning Workers,51-6010,51-6000,51-0000,Laundry and Dry-Cleaning Workers,"Textile, Apparel, and Furnishings Workers",Production Occupations,51-6011
93,13-2081.00,2.82,2.42,0.4,0.165289256198,"Tax Examiners and Collectors, and Revenue Agents",13-2080,13-2000,13-0000,"Tax Examiners, Collectors and Preparers, and Revenue Agents",Financial Specialists,Business and Financial Operations Occupations,13-2081
94,31-9092.00,2.95,2.54,0.41,0.161417322835,Medical Assistants,31-9090,31-9000,31-0000,Miscellaneous Healthcare Support Occupations,Other Healthcare Support Occupations,Healthcare Support Occupations,31-9092
95,39-9011.00,1.99,1.72,0.27,0.156976744186,Childcare Workers,39-9010,39-9000,39-0000,Childcare Workers,Other Personal Care and Service Workers,Personal Care and Service Occupations,39-9011
96,51-4021.00,2.73,2.36,0.37,0.156779661017,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4020,51-4000,51-0000,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",Metal Workers and Plastic Workers,Production Occupations,51-4021
97,39-2011.00,1.34,1.16,0.18,0.155172413793,Animal Trainers,39-2010,39-2000,39-0000,Animal Trainers,Animal Care and Service Workers,Personal Care and Service Occupations,39-2011
98,51-9012.00,3.5,3.03,0.47,0.155115511551,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-9010,51-9000,51-0000,"Chemical Processing Machine Setters, Operators, and Tenders",Other Production Occupations,Production Occupations,51-9012
99,31-2022.00,2.19,1.9,0.29,0.152631578947,Physical Therapist Aides,31-2020,31-2000,31-0000,Physical Therapist Assistants and Aides,Occupational Therapy and Physical Therapist Assistants and Aides,Healthcare Support Occupations,31-2022
100,19-2041.00,2.12,1.84,0.28,0.152173913043,"Environmental Scientists and Specialists, Including Health",19-2040,19-2000,19-0000,Environmental Scientists and Geoscientists,Physical Scientists,"Life, Physical, and Social Science Occupations",19-2041
101,51-9191.00,2.84,2.47,0.37,0.14979757085,Adhesive Bonding Machine Operators and Tenders,51-9190,51-9000,51-0000,Miscellaneous Production Workers,Other Production Occupations,Production Occupations,51-9191
102,19-4093.00,2.08,1.82,0.26,0.142857142857,Forest and Conservation Technicians,19-4090,19-4000,19-0000,"Miscellaneous Life, Physical, and Social Science Technicians","Life, Physical, and Social Science Technicians","Life, Physical, and Social Science Occupations",19-4093
104,29-2011.00,3.68,3.23,0.45,0.139318885449,Medical and Clinical Laboratory Technologists,29-2010,29-2000,29-0000,Clinical Laboratory Technologists and Technicians,Health Technologists and Technicians,Healthcare Practitioners and Technical Occupations,29-2011
105,47-4051.00,2.31,2.03,0.28,0.137931034483,Highway Maintenance Workers,47-4050,47-4000,47-0000,Highway Maintenance Workers,Other Construction and Related Workers,Construction and Extraction Occupations,47-4051
106,29-2052.00,2.68,2.36,0.32,0.135593220339,Pharmacy Technicians,29-2050,29-2000,29-0000,Health Practitioner Support Technologists and Technicians,Health Technologists and Technicians,Healthcare Practitioners and Technical Occupations,29-2052
107,53-2012.00,2.27,2.0,0.27,0.135,Commercial Pilots,53-2010,53-2000,53-0000,Aircraft Pilots and Flight Engineers,Air Transportation Workers,Transportation and Material Moving Occupations,53-2012
108,47-2071.00,2.78,2.45,0.33,0.134693877551,"Paving, Surfacing, and Tamping Equipment Operators",47-2070,47-2000,47-0000,Construction Equipment Operators,Construction Trades Workers,Construction and Extraction Occupations,47-2071
109,39-3091.00,2.29,2.02,0.27,0.133663366337,Amusement and Recreation Attendants,39-3090,39-3000,39-0000,Miscellaneous Entertainment Attendants and Related Workers,Entertainment Attendants and Related Workers,Personal Care and Service Occupations,39-3091
110,53-5021.01,2.04,1.8,0.24,0.133333333333,Ship and Boat Captains,53-5020,53-5000,53-0000,Ship and Boat Captains and Operators,Water Transportation Workers,Transportation and Material Moving Occupations,53-5021
111,25-9011.00,2.3,2.03,0.27,0.133004926108,Audio-Visual and Multimedia Collections Specialists,25-9010,25-9000,25-0000,Audio-Visual and Multimedia Collections Specialists,"Other Education, Training, and Library Occupations","Education, Training, and Library Occupations",25-9011
112,43-5071.00,2.13,1.88,0.25,0.132978723404,"Shipping, Receiving, and Traffic Clerks",43-5070,43-5000,43-0000,"Shipping, Receiving, and Traffic Clerks","Material Recording, Scheduling, Dispatching, and Distributing Workers",Office and Administrative Support Occupations,43-5071
113,43-3041.00,2.87,2.54,0.33,0.129921259843,Gaming Cage Workers,43-3040,43-3000,43-0000,Gaming Cage Workers,Financial Clerks,Office and Administrative Support Occupations,43-3041
114,43-9041.01,3.34,2.96,0.38,0.128378378378,Insurance Claims Clerks,43-9040,43-9000,43-0000,Insurance Claims and Policy Processing Clerks,Other Office and Administrative Support Workers,Office and Administrative Support Occupations,43-9041
115,17-3012.02,2.74,2.43,0.31,0.127572016461,Electrical Drafters,17-3010,17-3000,17-0000,Drafters,"Drafters, Engineering Technicians, and Mapping Technicians",Architecture and Engineering Occupations,17-3012
116,33-1021.02,1.77,1.57,0.2,0.127388535032,Forest Fire Fighting and Prevention Supervisors,33-1020,33-1000,33-0000,First-Line Supervisors of Fire Fighting and Prevention Workers,Supervisors of Protective Service Workers,Protective Service Occupations,33-1021
117,49-9021.02,1.95,1.73,0.22,0.127167630058,Refrigeration Mechanics and Installers,49-9020,49-9000,49-0000,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Other Installation, Maintenance, and Repair Occupations","Installation, Maintenance, and Repair Occupations",49-9021
118,39-9041.00,2.24,1.99,0.25,0.125628140704,Residential Advisors,39-9040,39-9000,39-0000,Residential Advisors,Other Personal Care and Service Workers,Personal Care and Service Occupations,39-9041
119,19-2032.00,2.38,2.12,0.26,0.122641509434,Materials Scientists,19-2030,19-2000,19-0000,Chemists and Materials Scientists,Physical Scientists,"Life, Physical, and Social Science Occupations",19-2032
120,49-3051.00,1.56,1.39,0.17,0.122302158273,Motorboat Mechanics and Service Technicians,49-3050,49-3000,49-0000,Small Engine Mechanics,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",49-3051
121,29-1127.00,1.66,1.48,0.18,0.121621621622,Speech-Language Pathologists,29-1120,29-1000,29-0000,Therapists,Health Diagnosing and Treating Practitioners,Healthcare Practitioners and Technical Occupations,29-1127
122,11-9141.00,2.54,2.27,0.27,0.118942731278,"Property, Real Estate, and Community Association Managers",11-9140,11-9000,11-0000,"Property, Real Estate, and Community Association Managers",Other Management Occupations,Management Occupations,11-9141
123,47-2211.00,2.32,2.08,0.24,0.115384615385,Sheet Metal Workers,47-2210,47-2000,47-0000,Sheet Metal Workers,Construction Trades Workers,Construction and Extraction Occupations,47-2211
124,11-9121.00,2.25,2.02,0.23,0.113861386139,Natural Sciences Managers,11-9120,11-9000,11-0000,Natural Sciences Managers,Other Management Occupations,Management Occupations,11-9121
125,33-3021.05,3.3,2.97,0.33,0.111111111111,Immigration and Customs Inspectors,33-3020,33-3000,33-0000,Detectives and Criminal Investigators,Law Enforcement Workers,Protective Service Occupations,33-3021
126,25-2022.00,1.72,1.55,0.17,0.109677419355,"Middle School Teachers, Except Special and Career/Technical Education",25-2020,25-2000,25-0000,Elementary and Middle School Teachers,"Preschool, Primary, Secondary, and Special Education School Teachers","Education, Training, and Library Occupations",25-2022
127,31-1013.00,1.73,1.56,0.17,0.108974358974,Psychiatric Aides,31-1010,31-1000,31-0000,"Nursing, Psychiatric, and Home Health Aides","Nursing, Psychiatric, and Home Health Aides",Healthcare Support Occupations,31-1013
128,51-9081.00,1.78,1.61,0.17,0.105590062112,Dental Laboratory Technicians,51-9080,51-9000,51-0000,"Medical, Dental, and Ophthalmic Laboratory Technicians",Other Production Occupations,Production Occupations,51-9081
129,43-4031.03,3.05,2.77,0.28,0.101083032491,License Clerks,43-4030,43-4000,43-0000,"Court, Municipal, and License Clerks",Information and Record Clerks,Office and Administrative Support Occupations,43-4031
130,25-1062.00,1.87,1.7,0.17,0.1,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1060,25-1000,25-0000,"Social Sciences Teachers, Postsecondary",Postsecondary Teachers,"Education, Training, and Library Occupations",25-1062
131,27-2012.01,2.04,1.86,0.18,0.0967741935484,Producers,27-2010,27-2000,27-0000,"Actors, Producers, and Directors","Entertainers and Performers, Sports and Related Workers","Arts, Design, Entertainment, Sports, and Media Occupations",27-2012
132,31-9011.00,1.14,1.04,0.1,0.0961538461538,Massage Therapists,31-9010,31-9000,31-0000,Massage Therapists,Other Healthcare Support Occupations,Healthcare Support Occupations,31-9011
